,am,aspect,polarities
265,"ማራኪ ያልሆነው መብራት ለሽሙጥ አነሳሳኝ, ምግቡ ከመጠን በላይ ዋጋ ነበረው, በጣም በጣም አስፈሪ የዲስኮ ፖፕ ዱዮ ትርዒት ነበር-እና የእኔ ስካርጎት ከሳህኑ ላይ ሊንሸራተት የሚችል ይመስል ነበር, ነገር ግን አገልግሎት በጣም ግሩም ነው, ካላማሪ አሸናፊ እና የተወሰነ ክፍል ትልቅ ነው.",ምግብ,negative
267,"ከዚህ በፊት በህይወቴ ምግብ መልሼ አልላክሁም, ነገር ግን ብቻ ነበር, አስተናጋጁም በዚህ ጉዳይ ላይ ተከራካሪ; ምርጫው ትልቅ ቢሆንም።",አስተናጋጅ,negative
269,"ከዚህ በፊት በህይወቴ ምግብ መልሼ አልላክሁም, ነገር ግን ብቻ ነበር, አስተናጋጁም በዚህ ጉዳይ ላይ ተከራካሪ; ድንች gratin እሞክራለሁ.",ምግብ,negative
272,"አገልግሎቱ ታላቅ ነው, የእኔ ሾርባ ሁሌም ጥሩ እና ትኩስ ይመጣል, ነገር ግን ዶሮ ጨለማ እና ምግብ ውድ ነው.",ሾርባ,positive
275,"አገልግሎቱ በጣም ጥሩ ነው, የእኔ ሾርባ ሁሌም ጥሩ እና ትኩስ ይደርሳል, ነገር ግን ቦታ ጣፋጭ እና የመመገቢያ ልምድ በጣም መጥፎ ነው.",አገልግሎት,positive
277,"ብቸኛው ቅሬታዬ የሀብት ኩኪዎች ሊሆን ይችላል - ካርን ከመጎብኘቴ በፊት ኩኪ መጥፎ ዕድል ቢተነብየኝ አላውቅም, ነገር ግን ምግብ ጥሩ ነው, አዙሪት ዘና ያለ እና ፒሳ የተሻለ ነው.",ኩኪ,negative
280,ብቸኛው ቅሬታዬ የሀብት ኩኪዎች ሊሆን ይችላል - ካርን ከመጎብኘቴ በፊት ኩኪ መጥፎ ዕድል ቢተነብይልኝም ጌጥ ግን የፈጠራ ችሎታ አለው ።,የጥንቆላ ኩኪዎች,negative
283,"መሰረታዊ የፒዛ መገጣጠሚያ ነው, ብዙ ለመመልከት አይደለም, ነገር ግን እኔ የምሄደው ፒዛ ነው; ምግብ ርካሽ አይደለም፣ ኬክ በውጭ ቆሞ መጠኑም ሥራ ይበዛበታል።",ፒሳ,positive
287,ስጋው ጣፋጭና ጣፋጭ ከመሆኑም በላይ ቅርጫቱ ጥሩና የተንቆጠቆጠ ቢሆንም መጠኑ ግን ሥራ ይበዛበታል።,የሸርጣን,positive
291,ስጎው ጣፋጭና ጣፋጭ ከመሆኑም በላይ ሸርጣን ጥሩና የተንቆጠቆጠ ነው፤ ይሁን እንጂ የፀጉር አስተካካዮች በጣም አሰቃቂ ከመሆኑም በላይ ጠረጴዛዎቹ በጣም ቅርብ ናቸው።,ስጋ,positive
293,በተመሳሳይም በጣም ቀጭን የሸርጣን ወይም በእርግጥ ትላልቅ ቁራጮችን የምትወዱ ከሆነ የኒክ እና የጆ ተወዳጅ ላይሆን ይችላል፣ ነገር ግን አገልግሎት አስደናቂ ነው እናም የቄሳር ሰላጣ ታላቅ ነው።,ስስ ፍርፍር,negative
295,በተመሳሳይም በጣም ቀጭን የሸርጣን ወይም በእርግጥ ትላልቅ ቆራጮችን የምትወዱ ከሆነ ኒክ እና ጆ የምትወዱት ላይሆን ይችላል፣ ነገር ግን ሸርጣን ያለው ጥቅልል ታላቅ ነው።,ቆራረጣዎች,negative
299,የምግብ ምርጫ በጣም ግሩም ነው (በምግብ ቤቶች ብዙ ምርጫ ለማድረግ አልለመድኩም)፣ እናም ከባቢ አየር በጣም ጥሩ ነው፣ ነገር ግን እንግዳ ተቀባይዋ ጨዋነት የጎደለው እና ጣዕሙ ያለው የጣሊያን ስጎር ከባድ ነው።,ከባቢ አየር,positive
303,የምግብ ምርጫ በጣም ግሩም ነው (በምግብ ቤቶች ብዙ ምርጫ ለማድረግ አልለመድኩም)፣ እናም ከባቢ አየር ታላቅ ነው፣ ነገር ግን አገልግሎት በጣም መጥፎ ነው እናም ዋጋው ዋጋ አይገባውም።,የምግብ ምርጫ,positive
306,በየወቅቱ የሚቀያየሩት የምግብ ዓይነቶች በአካባቢም ሆነ በዓለም አቀፍ ደረጃ ተጽዕኖ እንደሚያሳድሩ ያሳያሉ፤ ይሁን እንጂ ምግብ በጣም አስከፊ ከመሆኑም በላይ የምግብ ፍጆታ ውድ አይደለም።,ሜኑ,neutral
309,"ሊትል ፒ ኩባንያን እንደማንኛውም አስተያየት የፃፈ እንደማንኛውም ሰው እወደዋለሁ, ነገር ግን ከሁለት የሽያጭ ሰዎች በRUDE አገልግሎት ምክንያት ታላቁን ማዕከላዊ ቦታ እንዳይጎበኝ ማንም ሰው መከልከል አለበት; አገልግሎት ወዳጃዊ ነው።",የሽያጭ ሰዎች,negative
312,"ሊትል ፒ ኩባንያን እንደማንኛውም አስተያየት የፃፈ እንደማንኛውም ሰው እወደዋለሁ, ነገር ግን ከሁለት የሽያጭ ሰዎች በRUDE አገልግሎት ምክንያት ታላቁን ማዕከላዊ ቦታ እንዳይጎበኝ ማንም ሰው መከልከል አለበት; ሸርጣን የያዙ ጥቅልሎች በጣም ብዙ ናቸው።",አገልግሎት,negative
314,ለገዛሁበት ገንዘብ ከከፈልኩ በኋላ ጣፋዬን እንድበላ ዕቃ እንዳልሰጡኝ አስተዋልኩ። ወይኑ ግን ግሩም ና ቦታ ነው።,ፓይ,neutral
316,ለገዛሁበት ገንዘብ ከከፈልኩ በኋላ ጣፋዬን እንድበላ ዕቃ እንዳልሰጡኝ አስተዋልኩ። ሰላጣ ግን ጣፋጭ ከመሆኑም በላይ ምግብ በጣም ጥሩ ነው።,መገልገያዎች,neutral
318,"ለሹካ ሶስተኛ ሰራተኛ ባንዲራ መጣል ነበረብኝ... ስለዚህ አሁን ተሰናብቶት ሊትል RUDE ፒ ፒ ኩባንያ ነው, ነገር ግን ሽሪምፕ ማህበረሰቦች ፍቅር ነው.",ሠራተኞች,neutral
320,ለሹካ ሶስተኛ ሰራተኛ ባንዲራ መጣል ነበረብኝ... ስለዚህ አሁን ተሰናብቶት ሊትል ሩዲ ፒ ኩባንያ፤ ነገር ግን ሱሺ ምርጥ እና ሰላጣ ጣዕሙ ነው።,ፎርክ,neutral
324,ምግቡ በጣም ጥሩ ነው፤ ጌጣጌጠኑም ጥሩ ቢሆንም የምግብ ድርሻው ከአማካይ በታች ሲሆን የመመገቢያ ልምዱ ደግሞ የከፋ ነው።,décor,positive
328,ምግቡ በጣም ጥሩ ነው፤ ጌጣጌጥም ጥሩ ነው። አስተናጋጁ ግን ተበሳጭቷል።,ምግብ,positive
332,አገልግሎቱ ግን ከምግብ ጥራት (አሰቃቂ ባርቴንደር) በታች አንድ ወይም ሁለት ፔግ ነው። ደንበኞቹም በአብዛኛው ለአሲ/ዲሲ ኮንሰርት ወይም ለክኒክስ ጨዋታ ተጭነው የሚጭኑ ናፋቂ፣ ጮክ ብለው የሚጓዙ (ይህ ከሰራተኞቹ ላይ ያለውን መጥፎ አመለካከት ሊያስረዳ ይችላል) ናቸው። መጠጡ ግን ትልቅ ነው።,ደንበኛ,negative
336,አገልግሎቱ ግን ከምግብ ጥራት (አሰቃቂ ባርቴንደር) በታች አንድ ወይም ሁለት ፔግ ነው። ደንበኞቹም በአብዛኛው ለAC/DC ኮንሰርት ወይም ለክኒክስ ጨዋታ ተጭነው የሚጫኑ ጨዋ፣ ጮክ ብለው የሚንቀሳቀሱ መንገደኞች (ይህ ከሰራተኞቹ ላይ ያለውን መጥፎ አመለካከት ሊያስረዳ ይችላል) ናቸው። ነገር ግን ማድረስ ፈጣን ነው።,ባርቴንደር,negative
338,አገልግሎቱ ግን ከምግብ ጥራት (አሰቃቂ ባርቴንደርስ) በታች አንድ ወይም ሁለት ፔግ ነው። ደንበኞቹም በአብዛኛው ለኤሲ/ዲሲ ኮንሰርት ወይም ለክኒክስ ጨዋታ ጭነው የሚጭኑ፣ ጮክ ብለው የሚንቀሳቀሱ (ይህ ከሠራተኞቹ ላይ ያለውን መጥፎ አመለካከት ሊያስረዳ ይችላል) ናቸው። ነገር ግን ስጎ በጣም ጣፋጭ አይደለም፣ ምግብ የሚበላውና ዋጋው ከፍ ያለ ነው።,የምግብ ጥራት,positive
342,አገልግሎቱ ግን ከምግብ ጥራት (አሰቃቂ ባርቴንደር) በታች አንድ ወይም ሁለት ፔግ ነው። ደንበኞቹም በአብዛኛው ለአሲ/ዲሲ ኮንሰርት ወይም ለክኒክስ ጨዋታ ተጭነው የሚጭኑ፣ ድምፁን ከፍ አድርገው የሚንቀሳቀሱ (ይህ ከሰራተኞቹ ላይ ያለውን መጥፎ አመለካከት ሊያስረዳ ይችላል) ናቸው። ምግብ ግን ትልቅ ነው።,አገልግሎት,negative
346,አገልግሎቱ ግን ከምግብ ጥራት (አሰቃቂ ባርቴንደር) በታች አንድ ወይም ሁለት ፔግ ነው። ደንበኞቹ ምክኒያት ደግሞ በአብዛኛው ለAC/DC ኮንሰርት ወይም ለክኒክስ ጨዋታ ተጭነው የሚጫኑ ደፋሮች፣ ጮክ ብለው የሚንቀሳቀሱ (ይህ ከሰራተኞቹ ላይ ያለውን መጥፎ አመለካከት ሊያስረዳ ይችላል) ናቸው። ነገር ግን ባለቤቶች ጥሩ እና ሰላጣ (አቮካዶ ሽሪምፕ) ጥሩ ናቸው።,በትር,negative
349,የሕወሓት ቱና እና የጥጃ ጉበቴ የምወዳቸው ናቸው። ነገር ግን ሥራ አስኪያጁ ፀጋ ይጎድለዋል እና መብራቱ ማራኪ አይደለም።,ይሎውፊን ቱና,positive
352,"የሎውፊን ቱና እና የጥጃ ጉበት በጣም የምወዳቸው ናቸው, ነገር ግን ቦታ ምቹ ነው, አስተናጋጇ ጨዋነት የጎደለው እና የመስተንግዶ ልምድ አሳዛኝ ነው.",የጥጃ ጉበት,positive
356,በእማኝ ዳኝነት ስራ ላይ ነበርኩ፣ በምሳ እረፍት በብስክሌቴ ወደ ሴንተር ጎዳና ተሳፈርኩ እና ይህን ታላቅ ትንሽ ቦታ በአስደናቂ የዶሮ ታኮ እና በሂቢስከስ ሎሚ አገኘሁ፣ ነገር ግን ምግብ ርካሽ አይደለም እናም ጠረጴዛዎቹ በጣም ቅርብ ናቸው።,ሂቢስከስ ሎሚ,positive
360,በእማኝ ዳኝነት ውስጥ ነበርኩ፣ በምሳ እረፍት ላይ በብስክሌቴ ወደ ሴንተር ጎዳና ሄድኩ እና አስደናቂ የዶሮ ታኮ እና ሂቢስከስ ሎሚ ይዛ ይህን ታላቅ ትንሽ ቦታ አገኘሁ፣ ነገር ግን ምግብ በጣም አስከፊ ነው።,ቦታ,positive
364,በእማኝ ዳኝነት ስራ ላይ ነበርኩ፣ በምሳ እረፍት ላይ በብስክሌቴ ወደ ሴንተር ጎዳና ሄድኩ እና ይህን ታላቅ ትንሽ ቦታ በአስደናቂ የዶሮ ታኮ እና በሂቢስከስ ሎሚ አገኘሁ፣ ነገር ግን ምግብ ርካሽ አይደለም።,የዶሮ ታኮዎች,positive
366,"አዳዲስ ነገሮች ልክ እንደ እርግጠኛ ናቸው, ከቀላል የካሪንቲያ አይብ ራቪዮሊ ከዱር እንጉዳይ ጋር እስከ ካሪያር-አናት ስተርጅን ድረስ, ደማቅ አረንጓዴ ስፒናች-ቮድካ ስጎ ጋር ውብ በሆነ ሁኔታ ይጣጣማል, ነገር ግን ምሳ ኃይል ነው, ዋጋ ዋጋ ዋጋ አይደለም እና የጥንቆላ ኩኪዎች ቅሬታ ነው.",ካቪየር-አናት ያለው ስተርጅን,positive
370,"አዳዲስ ነገሮች ልክ እንደዚሁ, ከካሪንቲያ አይብ ራቪዮሊ ከዱር እንጉዳይ ጋር ከካቪየር አናት ላይ እስከሚገኘው ስተርጅን ድረስ, ደማቅ አረንጓዴ ስፒናች-ቮድካ ስጎ ጋር በሚያምር ሁኔታ ይጣመራል, ነገር ግን ባር አገልግሎት ግን አዝጋሚ ነው.",አረንጓዴ ስፒናች-ቮድካ ስጋ,positive
374,ከካሪንቲያ አይብ ራቪዮሊ ከዱር እንጉዳዮች ጋር አንስቶ በካቪየር አናት ላይ እስከሚገኘው ስተራርጌን ድረስ ያሉ አዳዲስ ነገሮች ምርምራ እንደሆኑ የተረጋገጠ ነው፤ ይህ ስጎ ደማቅ አረንጓዴ ከሆነው ስፒናች ቮድካ ስጎ ጋር የሚጣመር ቢሆንም የተወሰነ ክፍል ግን አነስተኛ ነው።,ካሪንቲያ ቺዝ ራቪዮሊ ከዱር እንጉዳይ ጋር,positive
376,"ሜነስ እንደ ጣፋጭ የበቆሎ-ፎይ ግራስ brulee, ነገር ግን ዋጋ ጥሩ እና አስተናጋጆች መጥፎ ነው.",ጣፋጭ የበቆሎ-ፎይ ግራስ brulee,neutral
379,"Menus features seasonal picks, እንደ ጣፋጭ የበቆሎ-ፎይ ግራስ brulee, ነገር ግን ambiance የፍቅር ነው, ምግብ ርካሽ አይደለም እና ጣዕም አጭር ነው.",ሜኑስ,neutral
382,"በዚህ የጣልያን/ፈረንሳይ ምግብ ቤት ውስጥ አገልግሎት ፍጹም ነው ምንም ስህተት የለም, ነገር ግን ዋጋ ከልክ ያለፈ እና እራት ኃይል ነው.",አገልግሎት,positive
385,ፎይ ግራስ ጣፋጭና ለም የነበረ ቢሆንም የቢራ ጠያቂዎች ግን በጣም አሰቃቂ ናቸው።,ፎይ ግራስ,positive
388,ምንም እንኳ እምብዛም የማጣቀሻ መሠረት ባይኖረኝም የእኔ gf's duck confitte በጣም ጠንካራ ነበር; ምግብ መመገብ በጣም ከባድ ከመሆኑም በላይ ምግብ ማራኪ ነው።,ዳክዬ ምስጢር,positive
392,የመጠበቂያ ግንቡ ሠራተኞች ጨዋነት የጎደለው ወይም ጨዋነት የጎደለው ካልሆነ በጣም ተግባቢ ናቸው....... ባለፈው ቅዳሜና እሁድ በሊዮን የምንመገበው ምግብ በጣም አስደሳች ቢሆንም የቺክፒ ሾርባ ግን ቀጭን ነው ።,የመጠበቅ ሠራተኞች,positive
396,የመጠበቂያ ግንቡ ሠራተኞች ጨዋነት የጎደለው ወይም ጨዋነት የጎደለው ካልሆነ በጣም ተግባቢ ናቸው....... ባለፈው ቅዳሜና እሁድ በሊዮን የምንመገበው ምግብ በጣም አስደሳች ነበር ፤ ሆኖም አገልግሎት መጥፎ ነው ፤ አገልግሎት በጣም አሰቃቂ ከመሆኑም በላይ አገልግሎትም አዝጋሚ ነው ።,ምግብ,positive
399,ከሳልሞኖች ምግቦቻቸው መካከል አንዳቸውንም እመክራለሁ፣ ነገር ግን ዕቃ ማድረስ ጥንቃቄ ነው፣ ጠረጴዛዎች በጣም ቅርብ ከመሆናቸውም በላይ ዋጋቸው በጣም ብዙ ነው።,ሳልሞኖች,positive
403,ታላቅ ምግብ ግን አገልግሎቱ አስፈሪ ነበር; በቤት ውስጥ የተሰሩ ዳቦዎችን እሞክራለሁ።,አገልግሎት,negative
407,ታላቅ ምግብ ግን አገልግሎቱ አስፈሪ ነበር; የተጣጠፈ ወንበር የማይመች ሲሆን ስጎር ደግሞ በጣም አይጣፍጥም።,ምግብ,positive
409,ሁለቱ አስተናጋጅ ሎሚ ሲጠቡ የነበሩ ይመስል ነበር፣ ነገር ግን ባር ጥሩ እና አመለካከት አዎንታዊ ነው።,አስተናጋጇ,negative
412,አገልግሎቱ በጣም አዝጋሚ ነበር (ቦታው ግማሽ ብቻ ነበር) እና ፈገግታ ጥሩ ይሆን ነበር፣ ነገር ግን ምግብ ጥሩ ነው፣ ማርቲኒስ በጣም አስደሳች እና ሱሺ አዲስ ነው።,አገልግሎት,negative
415,ምግብ ቤቱ ከፍተኛ ደረጃ ላይ በሚደርስበት ጊዜ ምግብ ቤቱ በሕዝብ የተጨናነቀ ከመሆኑም በላይ ጠረጴዛዎቹ በጣም ይከብዳሉ፤ ይሁን እንጂ የመመገቢያው ሁኔታ ጥሩ ነው።,ጠረጴዛዎች,negative
417,በቅድሚያ ምግብ ለመታየት እዚህ ከሆናችሁ፣ ታክሲ ውስጥ ዘልላችሁ ተጨማሪ 10 ደቂቃ ወስዳችሁ ወደ ከተማው ቦታ ሂዱ። እዚህ ያለው መልካም ነገር የዘፈን አሜሻ ብቻ ነው።,ቅድመ-ማሳያ ምግብ,neutral
419,ሁሉም ነገር ብቻ ነው... ምግቡ፣ ከባቢ አየር... እምነት የሚጣልበትና ደግ የሆነችው እንግዳ ተቀባይ ብትሆንም የባር አገልግሎት ግን አዝጋሚ ከመሆኑም በላይ ሙዚቃ በጣም ከባድ ነው።,ከባቢ አየር,positive
422,ሁሉም ነገር ብቻ ነው... ምግቡ፣ ከባቢ አየር... በጣም ደግና ደግ የሆነችው እንግዳ ተቀባይ፣ ነገር ግን ዋጋው ከልክ በላይ ነው፣ አስተናጋጆች መጥፎ እና ጣዕም አጭር ናቸው።,አስተናጋጇ,positive
424,ሁሉም ነገር ብቻ ነው... ምግቡ፣ ከባቢ አየር... ተአማኒነት የሌላት ደግና ደግ እንግዳ ተቀባይ ብትሆንም ባርቴንደር ግን ጨዋነት የጎደለውና አገልግሎት ምስኪን ነው።,ምግብ,positive
427,አማራው ጥሩ፣ ትንሽ ጮክ ያለ ቢሆንም አሁንም ጥሩ እና የፍቅር ስሜት ያለው ነበር፤ ዓሦች በአማካይ የሚጠጡ ሲሆን መጠጪቶቹም በጣም አስፈሪ ናቸው።,ambiance,positive
430,ይሁን እንጂ በምግቡ በጣም ቅር ተሰኝተን ነበር ፤ ይሁን እንጂ የአስተናጋጅ ሠራተኞች በጣም ጥሩ ሲሆኑ እኔም የኦቾሎኒ ቅቤ ሰርቤት ለመሞከር እሞክራለሁ ።,ምግብ,negative
